Impact ID,Gauge,RLOI_ID,Value,Units,ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source,Longitude,Latitude
608,River Calder at Hebden Bridge,8097,3.04,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
609,River Calder at Hebden Bridge,8097,3.33,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
610,River Calder at Hebden Bridge,8097,3.63,mALD,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
611,River Calder at Hebden Bridge,8097,2.75,mALD,"Mytholm and Hebble Bridge Properties begin to flood in thisarea when the gauge records a
level above 2.75",Property flooding Mytholm,"Property flooding at Mytholm, Hebden Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.024203,53.742668
612,Hebden Water at Nutclough,8152,1.31,mALD,Peak Level - Summer 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
613,Hebden Water at Nutclough,8152,1.65,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
614,Hebden Water at Nutclough,8152,1.69,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
615,Hebden Water at Nutclough,8152,1.7,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
616,Hebden Water at Nutclough,8152,1.71,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
617,Hebden Water at Nutclough,8152,1.73,mALD,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
618,Hebden Water at Nutclough,8152,1.97,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
619,Hebden Water at Nutclough,8152,2.62,mALD,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
620,Hebden Water at Nutclough,8152,2.69,mALD,"old gate Properties begin to flood in this area when the gauge records a
level above 2.69.",Property flooding Old Gate,"Property flooding on Old Gate, Hebden Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.014228,53.741641
621,Hebden Water at Nutclough,8152,1.93,mALD,"cricket ground to valley road Properties begin to flood in this area when the gauge records a
level above 1.93.",Property flooding Valley Road,"Property flooding on Valley Road, Hebden Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.012759,53.742672
622,River Calder at Mytholmroyd,8048,3.23,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
623,River Calder at Mytholmroyd,8048,3.56,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
624,River Calder at Mytholmroyd,8048,3.57,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
625,River Calder at Mytholmroyd,8048,3.62,mALD,Peak Level - October 1980,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1980,October,EMERGENCY RESPONSE PROCEDURES MANUAL,,
626,River Calder at Mytholmroyd,8048,3.89,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
627,River Calder at Mytholmroyd,8048,4.09,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
628,River Calder at Mytholmroyd,8048,4.55,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
629,River Calder at Mytholmroyd,8048,4.85,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
630,River Calder at Mytholmroyd,8048,5.26,mALD,Peak Level - 1946,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1946,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
631,River Calder at Mytholmroyd,8048,4.5,mALD,"Properties begin to flood in the area when the gauge records a
level above 4.50",Property flooding Mytholmroyd,Property flooding at Mytholmroyd,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.982877,53.731188
632,River Calder at Mytholmroyd,8048,4.4,mALD,"Central mytholmroyd Properties begin to flood in this area when the gauge records a
level above 4.40.",Property flooding Mytholmroyd,Property flooding at Mytholmroyd (central),Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.982877,53.731188
633,River Calder at Mytholmroyd,8048,4.56,mALD,"Onset of flooding and first property to flood along Burnley Road
between West End Terrace and Midgley Road. When levels
reach 4.56 widespread flooding will occur, including upstream of
Redacre Bridge.",Property flooding Burnley Road,"Property flooding on Burnley Road, Mytholmroyd",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.982052,53.730618
634,River Calder at Brearley,9031,2.18,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
635,River Calder at Brearley,9031,2.36,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
636,River Calder at Brearley,9031,2.72,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
637,River Calder at Brearley,9031,3.18,mALD,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
638,River Calder at Brearley,9031,2,mALD,"At a level of 2.00 widespread flooding occurs at
Brearley Bridge.",Flooding at Brearley Bridge,"Flooding at Brearley Bridge, Halifax",Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.961465,53.730844
639,River Calder at Brearley,9031,1.83,mALD,"Onset of flooding and first property to flood at Tenterfields
Business Estate.",Property flooding Tenterfields Business Park,Property flooding at Tenterfields Business Park,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.938101,53.71303
640,River Calder at Sowerby Bridge,8191,1.5,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
641,River Calder at Sowerby Bridge,8191,1.56,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
642,River Calder at Sowerby Bridge,8191,1.67,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
643,River Calder at Sowerby Bridge,8191,1.99,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
644,River Calder at Sowerby Bridge,8191,2.19,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
645,River Calder at Sowerby Bridge,8191,2.43,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
646,River Calder at Sowerby Bridge,8191,3.55,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
647,River Calder at Sowerby Bridge,8191,2.35,mALD,"central sowerby bridge Properties begin to flood in this area when the gauge records a
level above 2.35.",Property flooding Sowerby Bridge,Property flooding at Sowerby Bridge (central),Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.914744,53.707069
648,River Calder at Sowerby Bridge,8191,2,mALD,"sowerby bridge Properties begin to flood in this area when the gauge records a
level above 2.00.",Property flooding Sowerby Bridge,Property flooding at Sowerby Bridge,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.914744,53.707069
649,River Calder at Sowerby Bridge,8191,2.35,mALD,"First properties to flood along Walton Street and Holmes Road,
shortly followed by widespread flooding to area",Property flooding Walton Street,"Property flooding on Walton Street, Sowerby Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.912684,53.707976
650,River Calder at Sowerby Bridge,8191,2.35,mALD,"First properties to flood along Walton Street and Holmes Road,
shortly followed by widespread flooding to area",Property flooding Holmes Road,"Property flooding on Holmes Road, Sowerby Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.909402,53.707938
651,River Calder at Sowerby Bridge,8191,2.45,mALD,"Onset of flooding and first properties to flood along Town Hall
Street.",Property flooding Town Hall Street,"Property flooding on Town Hall Street, Sowerby Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.911774,53.708442
652,River Calder at Sowerby Bridge,8191,3.17,mALD,"At a level of 3.17 widespread flooding to properties along the
right bank - Victoria Road and Station Road.",Property flooding Victoria Road,"Property flooding on Victoria Road, Sowerby Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.912481,53.706897
653,River Calder at Sowerby Bridge,8191,3.17,mALD,"At a level of 3.17 widespread flooding to properties along the
right bank - Victoria Road and Station Road.",Property flooding Station Road,"Property flooding on Station Road, Sowerby Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.910452,53.707302
654,River Calder at Sowerby Bridge,8191,3.35,mALD,At a level of 3.35 there is additional flooding to Hollins Mill Lane,Property flooding Hollins Mill Lane,"Property flooding on Hollins Mill Lane, Sowerby Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.916256,53.710759
655,River Calder at Copley Bridge,8298,3.78,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
656,River Calder at Copley Bridge,8298,4.39,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
657,River Calder at Copley Bridge,8298,4.54,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
658,River Calder at Copley Bridge,8298,5.34,mALD,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
659,River Calder at Copley Bridge,8298,4.35,mALD,"copley Properties begin to flood in this area when the gauge records a
level above 4.35.",Property flooding Copley,"Property flooding at Copley, Halifax",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.872819,53.698349
660,River Calder at Copley Bridge,8298,5,mALD,"Flooding to properties in Copley Village. Flooding is from canal
overtopping. Copley Sewage Treatment Works also flooded at
this level.",Property flooding Copley village,"Property flooding at Copley village, Halifax",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.872819,53.698349
661,River Calder at Elland,8073,1.67,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
662,River Calder at Elland,8073,1.67,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
663,River Calder at Elland,8073,1.72,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
664,River Calder at Elland,8073,1.85,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
665,River Calder at Elland,8073,2.06,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
666,River Calder at Elland,8073,2.14,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
667,River Calder at Elland,8073,2.76,mALD,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
668,River Calder at Elland,8073,1.8,mALD,"saddleworth road Properties begin to flood in this area when the gauge records a
level above 1.80.",Property flooding Saddleworth Road,"Property flooding on Saddleworth Road, Elland",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.841824,53.686732
669,River Calder at Elland,8073,2.15,mALD,"At a level of 2.15 Century Road will start to flood,
although additional properties affected.",Property flooding Elland,Property flooding at Elland,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.841898,53.686445
670,River Calder at Elland,8073,2.5,mALD,"At a level of 2.50
Calderdale Way will start to flood",Flooding on Calderdale Way,"Flooding on Calderdale Way, Elland",Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.832548,53.689458
671,River Calder at Brighouse,8032,1.62,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
672,River Calder at Brighouse,8032,1.65,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
673,River Calder at Brighouse,8032,1.65,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
674,River Calder at Brighouse,8032,1.68,mALD,Peak Level - October 1980,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1980,October,EMERGENCY RESPONSE PROCEDURES MANUAL,,
675,River Calder at Brighouse,8032,1.78,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
676,River Calder at Brighouse,8032,1.83,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
677,River Calder at Brighouse,8032,1.85,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
678,River Calder at Brighouse,8032,2,mALD,Peak Level - 1960,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1960,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
679,River Calder at Brighouse,8032,2.07,mALD,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
680,River Calder at Brighouse,8032,2.24,mALD,Peak Level - 1946,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1946,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
681,River Calder at Brighouse,8032,1.5,mALD,"nun bank wood Properties begin to flood in this area when the gauge records a
level above 1.50",Property flooding Nun Bank Wood,"Property flooding at Nun Bank Wood, Brighouse",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.743585,53.693886
682,River Calder at Brighouse,8032,2.1,mALD,"brighouse Properties begin to flood in this area when the gauge records a
level above 2.10",Property flooding Brighouse,Property flooding at Brighouse,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.782937,53.699571
