Impact ID,Gauge,RLOI_ID,Value,Units,"Gaugelocation (Longtitude, Latitude)","Location (Longtitude, Latitude)",ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source
280,Hovingham Beck at Hovingham,8230,0.685,mALD,"-0.984145,54.173347",,12-Oct-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,October,EMERGENCY RESPONSE PROCEDURES MANUAL
257,River Esk at Lealholm,8232,1.98,mALD,"-0.824546,54.458047",,17/07/2009,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2009,July,EMERGENCY RESPONSE PROCEDURES MANUAL
258,River Esk at Lealholm,8232,2.3,mALD,"-0.824546,54.458047",,05/09/2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,September,EMERGENCY RESPONSE PROCEDURES MANUAL
259,River Esk at Lealholm,8232,2.5,mALD,"-0.824546,54.458047",,05/09/2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,September,EMERGENCY RESPONSE PROCEDURES MANUAL
260,River Esk at Lealholm,8232,2.7,mALD,,"-0.633739,54.468946",30/05/2013 - Ruswarp Pleasure Boats ticket office floods,Property flooding Ruswarp,"Property flooding at Ruswarp, Whiby",Property Impact,2013,May,EMERGENCY RESPONSE PROCEDURES MANUAL
261,River Esk at Lealholm,8232,2.8,mALD,"-0.824546,54.458047",,30/11/2009,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2009,November,EMERGENCY RESPONSE PROCEDURES MANUAL
262,River Esk at Lealholm,8232,3.17,mALD,,"-0.824384,54.458029",25/06/2007 - Flood water reaches the road at this point,Flooding to roads Lealholm,"Flooding to roads, Lealholm area",Road Impact,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
263,River Esk at Briggswath,8233,3.23,mALD,"-0.654478,54.462097",,16-Apr-05,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2005,April,EMERGENCY RESPONSE PROCEDURES MANUAL
264,River Esk at Briggswath,8233,3.4,mALD,"-0.654478,54.462097",,29-Nov-09,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2009,November,EMERGENCY RESPONSE PROCEDURES MANUAL
265,River Esk at Briggswath,8233,3.42,mALD,"-0.654478,54.462097",,06-Sep-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,September,EMERGENCY RESPONSE PROCEDURES MANUAL
266,River Esk at Briggswath,8233,3.43,mALD,"-0.654478,54.462097",,26-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
167,Holgate Beck at Holgate,8234,1.644,mALD,"-1.111032,53.964636",,06-Dec-09,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2009,December,EMERGENCY RESPONSE PROCEDURES MANUAL
168,Holgate Beck at Holgate,8234,1.826,mALD,"-1.111032,53.964636",,27-Mar-06,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2006,March,EMERGENCY RESPONSE PROCEDURES MANUAL
169,Holgate Beck at Holgate,8234,1.838,mALD,"-1.111032,53.964636",,31-Mar-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,March,EMERGENCY RESPONSE PROCEDURES MANUAL
170,Holgate Beck at Holgate,8234,1.929,mALD,"-1.111032,53.964636",,25-Jun-07,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
171,Holgate Beck at Holgate,8234,2.378,mALD,"-1.111032,53.964636",,12-Jul-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,July,EMERGENCY RESPONSE PROCEDURES MANUAL
191,River Foss at Huntington,8235,2.582,mALD,"-1.067671,53.981457",,19-Apr-04,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
192,River Foss at Huntington,8235,2.737,mALD,"-1.067671,53.981457",,26-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
193,River Foss at Huntington,8235,2.754,mALD,,"-1.086007,53.957770","26 Sep 2012 - 211 properties reported flooding in York City Centre, however none in
the Huntington Road/Huntington Area.",Property flooding York,Property flooding at York city centre,Property Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
194,River Foss at Huntington,8235,2.914,mALD,,"-1.080817,53.958395",03 Nov 2000 - Major Flood,Flooding at York,Flooding at York,Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
195,River Foss at Huntington,8235,2.3,mALD,,"-1.070385,53.978348","FPTF is 7 - 15 Huntington Road, YO31 9HQ",Property flooding Huntington Road,"Property flooding at Huntington Road, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
196,River Foss at Huntington,8235,2.6,mALD,,"-1.036704,54.040347","FPTF: Hawthorn Mews, YO32 5RR",Property flooding Hawthorn Mews,"Property flooding at Hawthorn Mews, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
197,River Foss at Huntington,8235,2.7,mALD,,"-1.071930,53.966139","FPTF 1-5 Hutton House, Hewarth Croft, YO31 7SN",Property flooding Hewarth Croft,"Property flooding at Hewarth Croft, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
198,River Foss at Huntington,8235,3,mALD,,"-1.070385,53.978348","FPTF in this warning area is 22 Huntington Road, YO31 8RL",Property flooding Huntington Road,"Property flooding at Huntington Road, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
294,Mires Beck at North Cave,8238,0.53,mALD,"-0.651055,53.77313",,20-Jul-14,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,July,EMERGENCY RESPONSE PROCEDURES MANUAL
295,Mires Beck at North Cave,8238,0.539,mALD,"-0.651055,53.77313",,10-Aug-14,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,August,EMERGENCY RESPONSE PROCEDURES MANUAL
296,Mires Beck at North Cave,8238,0.641,mALD,"-0.651055,53.77313",,25-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
1001,River Dearne at Darton,8240,2.36,mALD,"-1.52866,53.58418",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
1002,River Dearne at Darton,8240,2.5,mALD,"-1.52866,53.58418",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
1003,River Dearne at Darton,8240,2.85,mALD,"-1.52866,53.58418",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1004,River Dearne at Darton,8240,2.87,mALD,"-1.52866,53.58418",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1005,River Dearne at Darton,8240,1.75,mALD,,"-1.526775,53.588007","Darton and Barugh Properties begin to flood in this area when the gauge records a
level above 1.75m",Proerty flooding Darton,"Property flooding at Darton, Barnsley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1006,River Dearne at Darton,8240,1.75,mALD,,"-1.533817,53.569642","Darton and Barugh Properties begin to flood in this area when the gauge records a
level above 1.75m",Property flooding Barugh Green,"Property flooding at Barugh Green, Barnsley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1007,River Dearne at Darton,8240,1.95,mALD,,"-1.529468,53.586272","Properties begin to flood due to backing up of the River Dearne
at Church Street.",Property flooding Church Street,"Property flooding on Church Street, Darton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1025,River Dove at Worsbrough,8241,2.18,mALD,"-1.473913,53.526193",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
916,River Don at Kirk Bramwith,8242,4.69,mALD,"-1.063688,53.596385",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
917,River Don at Kirk Bramwith,8242,6.48,mALD,"-1.063688,53.596385",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
918,River Don at Kirk Bramwith,8242,6.77,mALD,"-1.063688,53.596385",,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
919,River Don at Kirk Bramwith,8242,7.15,mALD,"-1.063688,53.596385",,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
920,River Don at Kirk Bramwith,8242,7.47,mALD,"-1.063688,53.596385",,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
921,River Don at Kirk Bramwith,8242,7.55,mALD,"-1.063688,53.596385",,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
922,River Don at Kirk Bramwith,8242,6.8,mALD,,"-1.108499,53.661999","Balne Properties begin to flood in this area when the gauge records a
level above 6.8m",Property flooding Balne,"Property flooding at Balne, Goole",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
923,River Don at Kirk Bramwith,8242,7,mALD,,"-1.100262,53.591709","Properties begin to flood in Thorpe in Balne when the gauge
records a level above 7.0.",Property flooding Thorpe in Balne,"Property flooding at Thorpe in Balne, Doncaster",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
924,River Don at Kirk Bramwith,8242,7.15,mALD,,"-1.062067,53.595444","South bramwith Properties begin to flood in this area when the gauge records a
level above 7.15",Property flooding South Bramwith,"Property flooding at South Bramwith, Doncaster",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1043,River Went at Went Bridge,8245,1.71,mALD,"-1.262804,53.650296",,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL
1044,River Went at Went Bridge,8245,1.97,mALD,"-1.262804,53.650296",,Peak Level - December 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,December,EMERGENCY RESPONSE PROCEDURES MANUAL
1045,River Went at Went Bridge,8245,2.06,mALD,"-1.262804,53.650296",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
1046,River Went at Went Bridge,8245,2.26,mALD,"-1.262804,53.650296",,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1047,River Went at Went Bridge,8245,2.32,mALD,"-1.262804,53.650296",,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
1048,River Went at Went Bridge,8245,2.82,mALD,"-1.262804,53.650296",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1049,River Went at Went Bridge,8245,2.58,mALD,,"-1.264422,53.649892","Went bridge Properties begin to flood in this area when a level above the
defence height of 2.58m is recorded on the gauge",Property flooding Wentbridge,"Property flooding at Wentbridge, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1058,River Went at Went Outfall,8246,4.32,mALD,"-0.99124,53.660847",,Peak Level - 23 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
1059,River Went at Went Outfall,8246,4.4,mALD,"-0.99124,53.660847",,Peak Level - 23 December 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,December,EMERGENCY RESPONSE PROCEDURES MANUAL
1060,River Went at Went Outfall,8246,4.53,mALD,"-0.99124,53.660847",,Peak Level - 28 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
854,River Don at Penistone,8247,2.19,mALD,"-1.645761,53.527445",,Peak Level - 25 June 2007 - Properties downstream flooded,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
855,River Don at Penistone,8247,2.31,mALD,,"-1.650734,53.529484","Thurlstone Properties begin to flood in this area when the gauge
records a level above 2.31.",Property flooding Thurlstone,Property flooding at Thurlstone,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
856,River Don at Penistone,8247,2.35,mALD,,"-1.633239,53.529731","Thurlstone and part of the A628 in Penistone Properties begin to flood in this area when the gauge
records a level above 2.35.",Flooding on A628,Flooding on A628 at Penistone,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
857,River Don at Penistone,8247,2.81,mALD,,"-1.653675,53.526321","Saville Lane, Thurlstone Properties begin to flood in this area when the gauge
records a level above 2.81.",Property flooding Saville Lane,"Property flooding on Saville Lane, Thurlstone",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
858,River Don at Penistone,8247,3.11,mALD,,"-1.629215,53.529956","Wordsworth Court and Wentworth Meadows,
Penistone  Properties begin to flood in this area when the gauge
records a level above 3.11",Property flooding Wordsworth Court,"Property flooding on Wordsworth Court, Penistone",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
859,River Don at Penistone,8247,3.11,mALD,,"-1.631136,53.529007","Wordsworth Court and Wentworth Meadows,
Penistone  Properties begin to flood in this area when the gauge
records a level above 3.12",Property flooding Wentworth Meadows,"Property flooding on Wentworth Meadows, Penistone",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
876,River Don at Sheffield Lady's Bridge,8248,4.47,mALD,,"-1.469974,53.381560",Peak Level - 25 June 2007 - large scale flooding in Sheffield.,Flooding at Sheffield,Flooding at Sheffield,Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
877,River Don at Sheffield Lady's Bridge,8248,3.35,mALD,,"-1.470370,53.390090","Mowbray Street and Alma Street in Sheffield Properties begin to flood when the gauge records a level above
3.35m.",Property flooding Mowbray Street,"Property flooding on Mowbray Steet, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
878,River Don at Sheffield Lady's Bridge,8248,3.35,mALD,,"-1.469958,53.388542","Mowbray Street and Alma Street in Sheffield Properties begin to flood when the gauge records a level above
3.35m.",Property flooding Alma Street,"Property flooding on Alma Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
879,River Don at Sheffield Lady's Bridge,8248,3.35,mALD,,"-1.471305,53.389535","Kelham island Properties begin to flood when the gauge records a level above
3.35m.",Property flooding Kelham Island,"Property flooding at Kelham Island, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
880,River Don at Sheffield Lady's Bridge,8248,3.55,mALD,,"-1.458998,53.388926","Saville
Street, Sheffield The first property to flood is the River Don Works between
Hawke Street and Brightside Lane which is believed to flood at
3.55.",Property flooding Saville Street,"Property flooding Saville Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
881,River Don at Sheffield Lady's Bridge,8248,4.4,mALD,,"-1.465729,53.387697","Brightside, Nursery Street and Nursery Lane, Sheffield The first property is believed to flood at a level of 4.40",Property flooding Nursery Street,"Property flooding on Nursery Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
882,River Don at Sheffield Lady's Bridge,8248,4.4,mALD,,"-1.464878,53.387731","Brightside, Nursery Street and Nursery Lane, Sheffield The first property is believed to flood at a level of 4.40",Property flooding Nursery Lane,"Property flooding on Nursery Lane, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
883,River Don at Sheffield Lady's Bridge,8248,4.4,mALD,,"-1.464208,53.387839","Bridge Street and Millsands The first property to flood is Kam House, Stanley Street which is
believed to flood at 4.40.",Property flooding Stanley Street,"Property flooding on Stanley Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1245,River Don at Sheffield Lady's Bridge,8248,2,mALD,"-1.462585,53.385355",,,River Don gates closed,River Don flood gates closed,Community Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
868,River Loxley at Loxley Rowell Bridge,8249,0.73,mALD,"-1.547627,53.401832",,Peak Level - 06 July 2013,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2013,July,EMERGENCY RESPONSE PROCEDURES MANUAL
